"","species","timestep","sim_mean","sim_sd","sim_cv","true_mean","true_sd","true_cv","rel_err_mean","rel_err_cv","ratio","true_mean_rescale","sim_mean_rescale","true_cv_rescale","sim_cv_rescale"
"27",0,33,4622669.64844617,258124.504910004,0.0558388387101743,2074539.42559889,198.767225884914,9.58127010902828e-05,122.828720023562,58179.1614000718,2.22828720023562,0.574579903777165,0.616865975403945,0.611304165905253,0.355826731059356
"28",0,34,4449655.65736979,273620.770076563,0.0614925718180857,2091390.76964458,190.793996326552,9.1228286504763e-05,112.760605141525,67305.1592702831,2.12760605141525,0.647303796977283,0.493881834656822,0.387242527764649,0.696313636346826
"29",0,35,5055400.43197291,303402.815484612,0.0600155852275793,2105550.36563383,196.115399845354,9.3142108137754e-05,140.098765362523,64334.4286676638,2.40098765362523,0.708411145072924,0.924465512619245,0.480779881814458,0.607364514809964
"30",0,36,4009943.71568199,223606.859245589,0.0557630917289719,2118652.13548423,206.317759105235,9.73816114735042e-05,89.268622655012,57162.4450193496,1.89268622655012,0.764953324067634,0.181319856355015,0.687984104859884,0.351264991988518
"31",0,37,4068031.82478799,232915.861973594,0.0572551720353693,2126964.24545686,198.235054207709,9.32009339748584e-05,91.2600004197154,61331.9723993478,1.91260000419715,0.800825180714714,0.222610830232798,0.48365497375493,0.441123108080827
"32",0,38,4415813.63318327,242572.639012021,0.0549327166321455,2131244.63886719,191.638863020459,8.99187542929468e-05,107.194122751219,60991.5009489343,2.07194122751219,0.819297705658942,0.469825790172617,0.323239605013245,0.30125699876532
"33",0,39,4295910.29661319,258164.464536269,0.0600954039333179,2133752.55385286,201.285960980619,9.43342566208822e-05,101.331231630217,63604.7516840398,2.01331231630217,0.830120898223184,0.384594481831346,0.539045716427291,0.612171466886096
"34",0,4,4395050.10931081,240202.77803597,0.0546530237566818,2020885.86862805,178.372790312975,8.82646531810672e-05,117.481361888811,61819.4907440081,2.17481361888811,0.34303187197774,0.455066381835463,0.242395999387225,0.284412949041014
"35",0,40,4119693.37384909,229331.241060274,0.05566706554328,2134445.51687876,188.489520167473,8.83084242145961e-05,93.0100038286942,62937.0953149439,1.93010003828694,0.833111459032487,0.259333589943836,0.244535293138399,0.345481970722965
"36",0,41,4059649.95061033,233696.51909243,0.0575656822473809,2134619.27388729,199.801600857846,9.36005794110504e-05,90.1814529772059,61401.4165613004,1.90181452977206,0.8338613271793,0.216652713278346,0.503187502813588,0.459823081908743
"37",0,42,4135578.21958134,243197.944735674,0.0588062737114168,2134615.33336581,199.808736354158,9.36040949537754e-05,93.7388041273206,62724.4669642468,1.93738804127321,0.833844321410356,0.270625070425426,0.503359323718354,0.534535690419492
"38",0,43,4494110.39870471,275728.641712043,0.0613533307485088,2137120.7981608,201.703514613106,9.43809609577012e-05,110.288084911827,64906.0458443579,2.10288084911827,0.844656939897855,0.525481754011302,0.541328374337197,0.687928068799816
"39",0,44,4768299.43848961,268194.105252122,0.0562452313894688,2137215.56478001,194.207584194266,9.08694412462115e-05,123.108025089664,61796.750566642,2.23108025089665,0.845065916029127,0.720384508698572,0.369704092928496,0.380301070944779
"40",0,45,4570289.27616286,269317.488112157,0.0589278865818908,2133654.38330128,196.059018917096,9.18888365667479e-05,114.200074385596,64029.5382373089,2.14200074385596,0.829697232034324,0.579632252066314,0.419526677943755,0.541859628270906
"41",0,46,4507891.68028201,285935.533454183,0.0634299920525809,2121445.07933441,203.612951353416,9.59784221316249e-05,112.491557014351,65987.7628990326,2.12491557014351,0.77700659113783,0.535277950623113,0.619403723068943,0.81299162720591
"42",0,47,4363705.51295656,269502.8690512,0.0617600954626754,2103022.07623104,199.367529534191,9.48004929608205e-05,107.496895171782,65047.4412566608,2.07496895171782,0.697500024392629,0.432785592717136,0.561832852306581,0.712424813881913
"43",0,48,4256859.67685055,246906.686820454,0.058002073256765,2078216.74454377,191.891122867175,9.23345090789848e-05,104.832325022242,62717.3299834722,2.04832325022242,0.590449792225526,0.356835993126053,0.44130876403201,0.486104022562373
"44",0,49,4226007.60561757,267763.79862257,0.0633609362810033,2052783.77863249,189.508489575057,9.23178035347211e-05,105.867157057955,68533.4963084049,2.05867157057955,0.480690933129227,0.334905307363298,0.440492286476601,0.808832855380655
"45",0,5,4285067.93591616,246776.011149314,0.0575897546643103,2007710.29298053,181.304762187742,9.03042450007004e-05,113.430590603527,63673.0315599933,2.13430590603527,0.286171175665183,0.376887368633746,0.342080326735941,0.461272804169531
"46",0,50,4357350.31374315,242801.890845172,0.055722371019693,2024199.95505117,189.352972351893,9.35445986348254e-05,115.262840159138,59467.7054933114,2.15262840159138,0.357334189136377,0.42826810421996,0.500451462215303,0.348812653326815
"47",0,51,4006919.52570318,217930.274168618,0.0543884829157812,1993341.56243777,181.411007822002,9.10084910887748e-05,101.015199863836,59661.9873322893,2.01015199863836,0.224161283600756,0.179170160809088,0.376500104704204,0.268481406019583
"48",0,52,4108474.20203909,245681.347138475,0.0597986831745323,1962965.34841002,177.170752784607,9.02566889059518e-05,109.299374814074,66154.0182887088,2.09299374814074,0.0930692746317245,0.251358626784134,0.339756039459091,0.594301940510313
"49",0,53,4108950.06215942,244643.150227587,0.0595390906500863,1945915.30158691,175.000772032972,8.99323685312805e-05,111.15770346266,66104.2950969063,2.1115770346266,0.0194878569798522,0.251696884098764,0.323904996086888,0.578668401820502
"50",0,54,4142823.8685439,220288.977919501,0.0531736286430462,1941399.63873898,171.37021848371,8.82714795368059e-05,113.393666398065,60138.7418020729,2.13393666398065,0,0.27577552043396,0.24272963510468,0.19531877810565
"51",0,55,4177004.61515422,215719.384709281,0.0516445167253704,1972279.50164835,167.812709493104,8.50856632403533e-05,111.785632394559,60597.0842778565,2.11785632394559,0.133265563041565,0.300072340164048,0.0870239926759045,0.103230493294494
"52",0,56,4359777.44908809,236289.91042562,0.0541977000397217,1976665.43252512,166.858491665173,8.44141294321202e-05,120.562234627568,64104.5359045059,2.20562234627568,0.15219354693413,0.429993393331077,0.0542030157915791,0.256991816785096
"53",0,57,4482990.94760912,249694.415436733,0.0556981752483575,1987754.7470682,176.32126911035,8.87037343869568e-05,125.530385688738,62691.2405642163,2.25530385688738,0.200050745998325,0.517577675676,0.263855937713729,0.347355502247018
"54",0,58,4309975.62858207,221058.347091386,0.0512899297215078,2000290.14222182,166.634386888335,8.33051082795651e-05,115.467523316131,61468.7690476111,2.15467523316131,0.254148670525972,0.394592590977052,0,0.0818760661759967
"55",0,59,4125870.07472254,211009.537671806,0.0511430398559015,2010718.25281195,171.784614593934,8.54344532625082e-05,105.193843988465,59762.313039867,2.05193843988465,0.299152368674886,0.263724195841351,0.104070981396768,0.0730298622955212
"56",0,6,3754863.08643338,212073.673377497,0.0564797353447417,2006083.84687902,178.039248727382,8.87496547087838e-05,87.1737859947892,63539.3860123398,1.87173785994789,0.27915206239675,0,0.26610027716876,0.394423691253259
"57",0,60,4275790.62611472,236060.880302534,0.0552087089720376,2018805.50346269,174.702662166547,8.65376391469576e-05,111.798046853984,63697.3366459449,2.11798046853984,0.334053819325514,0.370292746041223,0.157988800527716,0.3178781897376
